Source_Ja	Target_En	Translation_En_Ours	Human_Score_A	Human_Score_B	
どうも皆さん、おはようございます。	Hello everyone, and good morning.	Hi guys, good morning.			
皆さん既にご存知のように、本会計年度、弊社は赤字です。	As you all know by now, the company is in the red for this fiscal year.	As you already know, this year, we are in the lot of debt.			
それに伴って、皆さんに悪いお知らせがあります。	Because of this, I have some bad news.	In addition, you have a bad news to everyone.			
残念ながら今年の休暇中のボーナスが減額されることになりました。	Unfortunately, we will be reducing our usual holiday bonuses for this year.	Unfortunately, the bonus on this year is reduced.			
経理部よりボーナス減額が必要との知らせが入り、どうも私たちはどうすることもできないようです。	The financial department has notified me that this is necessary, and it seems like there is nothing much we can do about it.	The accounting department says we need a bonus and we can’t do anything.			
どのくらいの減額になるのでしょうか。	How much of a reduction are we talking about?	How much is it going to be?			
今年のボーナスは、20％の減額になります。	There will be a 20% cut to this year's holiday bonuses.	This year’s bonus will be reduced by 20%.			
それに加えて、２ヶ月後にボーナスが支払われることになります。	Also bonuses will be paid in two months.	In addition, the bonus will be paid in two months.			
ただ、一時解雇は無いのでご留意ください。	But please be aware that there will be no layoffs.	But it's not a temporary break so please keep your mind.			
それは良かったです。	That is good to hear, I guess.	That's good to hear.			
他に何か支出削減はありますか。	Will there be any other spending cuts?	Do you have any other expenditure reduction?			
はい、実はあります。	Actually, yes there will be.	Yes, I actually have it.			
弊社は追って通知があるまでは、すべての出張を一時中断します。	Our company will be suspending all business travel temporarily until further notice.	We will interrupt all of the business trip until we have a notification.			
なるほど、それはいつから有効になる事ですか。	I see, when will this go into effect?	Well, when will that be helpful?			
即時です。	This is effective immediately.	It is immediate.			
ですから、もし出張予定が有りましたらキャンセルをお願い致します。	So please cancel any travel plans you may have in the near future.	So if you have any plans for business trip, please cancel it.			
それはとても不利ですね。	This is rather inconvenient.	That is very bad.			
本当にそうですよね。	Yes, it certainly is.	I really do.			
実は私たちは二月に台湾のB社を訪れる予定があったのです。	Actually, we had plans to visit Company B in Taiwan in February.	In fact, we had plans to visit the B company in February.			
彼らは昨年からとても大事なビジネスパートナーでした。	They've been valuable business partners over the past year.	They were very important business partner from last year.			
彼らとのミーティングをキャンセルせざるをえないのは、とても残念です。	It's unfortunate I will have to cancel this meeting with them.	I am very sorry that I have to cancel the meeting with them.			
そうですね、この支出削減が短い期間だといいのですが。	Well, we hope these funding cuts will only be for a short term.	Yes, I hope this cost reduction is a short period.			
また何か情報が入り次第、皆さんと共有致します。	I will notify you all as soon as I have any more information.	If you get any information, I will share it with you.			
